rfp_id,full_spec,level1_spec,level2_spec,level3_spec
RFP_0982,FRLS 500V 10C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS Cu armoured cable as per IEC 60502-1,FRLS cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_0983,LSZH 1.1kV 2C 1000 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV 2C Cu armoured cable,1.1kV Cu cable,1.1kV cable
RFP_0984,LSZH 500V 10C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 0.5 sqmm Cu armoured cable,500V Cu cable,Cu cable
RFP_0985,FR 1.1kV 19C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 19C Cu armoured cable,1.1kV Cu cable,1.1kV cable
RFP_0986,FR 1.1kV 3C 400 sqmm Cu EPR armoured cable as per IS 1554,1.1kV EPR armoured cable as per IS 1554,1.1kV cable as per IS 1554,1.1kV cable
RFP_0987,FRLS 220kV 1C 400 sqmm Cu XLPE armoured cable as per IEC 62067,1C Cu XLPE cable as per IEC 62067,XLPE cable as per IEC 62067,cable as per IEC 62067
RFP_0988,FRLS 66kV 1C 185 sqmm Al XLPE armoured cable as per IS 7098-3,FRLS XLPE armoured cable as per IS 7098-3,FRLS XLPE cable,XLPE cable
RFP_0989,11kV 3C 185 sqmm Cu EPR armoured cable as per IEC 60502-1,11kV 185 sqmm Cu EPR cable,11kV Cu cable,11kV cable
RFP_0990,LSZH 500V 10C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,LSZH 500V 10C cable as per IS 1554,500V cable as per IS 1554,500V cable
RFP_0991,FRLS 1.1kV 4C 2.5 sqmm Cu PVC armoured cable as per IS 1554,FRLS Cu PVC armoured cable,FRLS armoured cable,armoured cable
RFP_0992,FR 33kV 1C 120 sqmm Al XLPE armoured cable as per IS 7098-2,FR 1C Al cable as per IS 7098-2,FR Al cable,Al cable
RFP_0993,Fire Survival 440V 4C 10 sqmm Cu XLPE armoured cable as per IEC 60331,Fire Survival 440V armoured cable as per IEC 60331,Fire Survival 440V cable,440V cable
RFP_0994,440V 8C 2.5 sqmm Cu XLPE armoured cable as per IS 694,2.5 sqmm Cu armoured cable as per IS 694,armoured cable as per IS 694,cable as per IS 694
RFP_0995,Fire Survival 440V 1C 10 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 440V Cu Mineral (MI) armoured cable,Cu Mineral (MI) armoured cable,Cu Mineral (MI) cable
RFP_0996,500V 14C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,500V Cu armoured cable as per IS 1554,500V Cu cable,500V cable
RFP_0997,FR 132kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 60840,132kV 1C 800 sqmm cable as per IEC 60840,132kV 800 sqmm cable,800 sqmm cable
RFP_0998,6.6kV 1C 300 sqmm Cu EPR armoured cable as per IEC 60502-1,300 sqmm EPR armoured cable as per IEC 60502-1,armoured cable as per IEC 60502-1,armoured cable
RFP_0999,LSZH 500V 12C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,6 sqmm PVC armoured cable as per IEC 60502-1,6 sqmm PVC cable,PVC cable
RFP_1000,500V 4C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,0.75 sqmm Cu PVC cable as per BS 5308-1,0.75 sqmm Cu cable,Cu cable
RFP_1001,LSZH 66kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 60840,66kV 1C 800 sqmm Cu cable,800 sqmm Cu cable,Cu cable
RFP_1002,FRLS 1.1kV 4C 35 sqmm Cu PVC armoured cable as per IS 9968,FRLS 4C 35 sqmm Cu cable,FRLS 4C cable,FRLS cable
RFP_1003,440V 27C 6 sqmm Cu PVC armoured cable as per IS 1554,27C 6 sqmm Cu cable as per IS 1554,6 sqmm cable as per IS 1554,cable as per IS 1554
RFP_1004,LSZH 440V 4C 1 sqmm Cu PVC armoured cable as per IS 694,LSZH 440V Cu armoured cable,LSZH 440V cable,440V cable
RFP_1005,FR 440V 4C 6 sqmm Cu PVC armoured cable as per IS 694,440V Cu PVC cable as per IS 694,PVC cable as per IS 694,cable as per IS 694
RFP_1006,FR 440V 4C 6 sqmm Cu PVC armoured cable as per IS 694,4C 6 sqmm Cu armoured cable,4C 6 sqmm cable,6 sqmm cable
RFP_1007,LSZH 1.1kV 2C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,LSZH 2C 1 sqmm XLPE cable,2C XLPE cable,XLPE cable
RFP_1008,500V 2C 2.5 sqmm Cu PVC armoured cable as per IS 1554,Cu PVC armoured cable as per IS 1554,armoured cable as per IS 1554,armoured cable
RFP_1009,FRLS 500V 14C 4 sqmm Cu PVC armoured cable as per IS 1554,FRLS Cu PVC cable as per IS 1554,FRLS PVC cable,FRLS cable
RFP_1010,ZH 22kV 1C 120 sqmm Al XLPE armoured cable as per IEC 60502-2,ZH 22kV 1C cable as per IEC 60502-2,ZH 22kV cable,22kV cable
RFP_1011,220kV 1C 630 sqmm Cu XLPE armoured cable as per IEC 62067,220kV 1C 630 sqmm armoured cable,630 sqmm armoured cable,630 sqmm cable
RFP_1012,FRLS 500V 3C 50 sqmm Cu PVC armoured cable as per IEC 60245,FRLS 3C armoured cable as per IEC 60245,FRLS 3C cable,FRLS cable
RFP_1013,LSZH 1.1kV 14C 1 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 1 sqmm XLPE armoured cable,1 sqmm XLPE cable,1 sqmm cable
RFP_1014,Fire Survival 1.1kV 1C 4 sqmm Cu XLPE armoured cable as per IEC 60331,1.1kV 1C 4 sqmm XLPE cable,1.1kV 4 sqmm cable,4 sqmm cable
RFP_1015,FR 220kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 62067,1C 1000 sqmm armoured cable as per IEC 62067,1000 sqmm cable as per IEC 62067,1000 sqmm cable
RFP_1016,FR 300V 1C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,1C 0.5 sqmm Cu cable as per IEC 60502-1,1C Cu cable,1C cable
RFP_1017,1.1kV 1C 35 sqmm Cu PVC armoured cable as per IS 9968,1C 35 sqmm PVC armoured cable,1C PVC cable,1C cable
RFP_1018,FR 440V 19C 4 sqmm Cu PVC armoured cable as per IS 694,440V PVC armoured cable as per IS 694,440V cable as per IS 694,440V cable
RFP_1019,FR 500V 4C 70 sqmm Al XLPE armoured cable as per IEC 60502-1,FR 500V 70 sqmm Al cable,70 sqmm Al cable,Al cable
RFP_1020,Fire Survival 440V 3C 25 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 3C 25 sqmm Mineral (MI) armoured cable,Fire Survival 3C Mineral (MI) cable,Fire Survival Mineral (MI) cable
RFP_1021,1.1kV 1C 1 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 1C 1 sqmm cable as per IS 1554,1.1kV 1 sqmm cable,1.1kV cable
RFP_1022,Fire Survival 440V 3C 2.5 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 2.5 sqmm Cu XLPE cable,2.5 sqmm Cu cable,Cu cable
RFP_1023,LSZH 500V 8C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 8C Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_1024,LSZH 22kV 3C 95 sqmm Al XLPE armoured cable as per IS 7098-2,3C 95 sqmm armoured cable as per IS 7098-2,95 sqmm armoured cable,95 sqmm cable
RFP_1025,FR 440V 24C 1.5 sqmm Cu PVC armoured cable as per IS 1554,FR Cu PVC cable as per IS 1554,PVC cable as per IS 1554,cable as per IS 1554
RFP_1026,FR 1.1kV 3C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 3C 1.5 sqmm Cu cable,1.1kV 3C cable,1.1kV cable
RFP_1027,1.1kV 6C 4 sqmm Cu XLPE armoured cable as per IS 1554,4 sqmm Cu armoured cable as per IS 1554,Cu cable as per IS 1554,Cu cable
RFP_1028,FR 33kV 3C 50 sqmm Cu XLPE armoured cable as per IS 7098-2,FR 50 sqmm XLPE cable as per IS 7098-2,FR cable as per IS 7098-2,FR cable
RFP_1029,LSZH 500V 2C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 500V Cu cable as per IEC 60502-1,LSZH cable as per IEC 60502-1,LSZH cable
RFP_1030,500V 8C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V Cu armoured cable as per IEC 60502-1,500V Cu cable,500V cable
RFP_1031,1.1kV 4C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV Cu armoured cable as per IEC 60502-1,Cu cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_1032,LSZH 500V 3.5C 35 sqmm Al XLPE armoured cable as per IEC 60502-1,LSZH 500V 3.5C cable as per IEC 60502-1,LSZH 3. cable as per IEC 60502-1,LSZH 3. cable
RFP_1033,FRLS 500V 10C 1 sqmm Cu PVC armoured cable as per BS 5308-1,500V 10C 1 sqmm armoured cable,10C armoured cable,armoured cable
RFP_1034,1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1,1.1kV 2.5 sqmm Cu armoured cable,1.1kV Cu cable,Cu cable
RFP_1035,Fire Survival 1.1kV 4C 16 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,1.1kV 4C 16 sqmm Cu Mineral (MI) cable,4C 16 sqmm Mineral (MI) cable,4C Mineral (MI) cable
RFP_1036,FR 1.1kV 5C 2.5 sqmm Cu PVC armoured cable as per IS 9968,FR 1.1kV 5C 2.5 sqmm cable,1.1kV 2.5 sqmm cable,1.1kV cable
RFP_1037,500V 6C 1 sqmm Cu PVC armoured cable as per BS 5308-1,500V 1 sqmm Cu PVC cable,500V 1 sqmm cable,500V cable
RFP_1038,440V 24C 2.5 sqmm Cu XLPE armoured cable as per IS 694,440V Cu XLPE armoured cable,XLPE armoured cable,XLPE cable
RFP_1039,ZH 440V 3C 10 sqmm Cu PVC armoured cable as per IEC 60245,3C PVC armoured cable as per IEC 60245,armoured cable as per IEC 60245,cable as per IEC 60245
RFP_1040,FR 500V 3C 16 sqmm Cu PVC armoured cable as per IEC 60245,3C PVC armoured cable as per IEC 60245,armoured cable as per IEC 60245,cable as per IEC 60245
RFP_1041,FRLS 33kV 1C 70 sqmm Al XLPE armoured cable as per IS 7098-2,FRLS Al XLPE armoured cable,Al armoured cable,Al cable
RFP_1042,LSZH 500V 14C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,14C Cu armoured cable as per IEC 60502-1,14C Cu cable,Cu cable
RFP_1043,FR 1.1kV 3.5C 35 sqmm Cu EPR armoured cable as per IS 1554,FR 1.1kV 3. Cu armoured cable,FR 1.1kV 3. cable,1.1kV 3. cable
RFP_1044,440V 27C 1.5 sqmm Cu PVC armoured cable as per IS 694,27C PVC armoured cable as per IS 694,armoured cable as per IS 694,armoured cable
RFP_1045,FR 1.1kV 3C 2.5 sqmm Cu XLPE armoured cable as per BS 5308,FR 3C Cu armoured cable,3C armoured cable,armoured cable
RFP_1046,Fire Survival 440V 2C 70 sqmm Cu XLPE armoured cable as per IEC 60331,440V 2C Cu armoured cable,Cu armoured cable,Cu cable
RFP_1047,FRLS 500V 12C 1 sqmm Cu PVC armoured cable as per IS 1554,12C 1 sqmm Cu cable as per IS 1554,12C cable as per IS 1554,cable as per IS 1554
RFP_1048,LSZH 3.3kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-1,LSZH Al XLPE cable as per IEC 60502-1,LSZH Al cable,LSZH cable
RFP_1049,FRLS 300V 1C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1C 2.5 sqmm Cu cable as per IEC 60502-1,2.5 sqmm cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_1050,FRLS 300V 4C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 300V 4C armoured cable,FRLS armoured cable,FRLS cable
RFP_1051,FR 440V 19C 4 sqmm Cu XLPE armoured cable as per IS 694,FR 19C 4 sqmm cable as per IS 694,19C cable as per IS 694,cable as per IS 694
RFP_1052,FR 11kV 3C 95 sqmm Cu EPR armoured cable as per IEC 60502-1,FR Cu EPR cable as per IEC 60502-1,FR cable as per IEC 60502-1,FR cable
RFP_1053,FRLS 1.1kV 16C 1 sqmm Cu PVC armoured cable as per BS 5308,FRLS 1.1kV Cu cable as per BS 5308,FRLS cable as per BS 5308,FRLS cable
RFP_1054,ZH 11kV 1C 70 sqmm Al EPR armoured cable as per IS 7098-1,11kV 70 sqmm Al armoured cable,70 sqmm Al cable,Al cable
RFP_1055,ZH 110kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840,ZH 110kV Cu armoured cable,110kV armoured cable,armoured cable
RFP_1056,Fire Survival 1.1kV 2C 4 sqmm Cu XLPE armoured cable as per IS 17048,1.1kV 4 sqmm Cu XLPE cable,1.1kV 4 sqmm cable,4 sqmm cable
RFP_1057,FRLS 500V 5C 1 sqmm Cu PVC armoured cable as per IEC 60245,5C PVC armoured cable as per IEC 60245,5C cable as per IEC 60245,5C cable
RFP_1058,Fire Survival 440V 3C 1.5 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 1.5 sqmm Cu Mineral (MI) armoured cable,1.5 sqmm Cu Mineral (MI) cable,Cu Mineral (MI) cable
RFP_1059,500V 10C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 1 sqmm PVC armoured cable,500V armoured cable,500V cable
RFP_1060,440V 3.5C 500 sqmm Al PVC armoured cable as per IS 694,3.5C 500 sqmm Al cable as per IS 694,3.5C Al cable,3.5C cable
RFP_1061,Fire Survival 440V 1C 120 sqmm Cu Mineral (MI) armoured cable as per BS 6387,1C 120 sqmm Cu Mineral (MI) armoured cable,1C Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_1062,FRLS 400kV 1C 185 sqmm Al XLPE armoured cable as per IEC 62067,FRLS Al armoured cable as per IEC 62067,FRLS armoured cable,armoured cable
RFP_1063,FRLS 500V 12C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 12C XLPE armoured cable,12C XLPE cable,XLPE cable
RFP_1064,LSZH 500V 3C 2.5 sqmm Cu PVC armoured cable as per IEC 60245,500V 3C PVC cable as per IEC 60245,500V cable as per IEC 60245,500V cable
RFP_1065,500V 12C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 12C Cu cable as per IEC 60502-1,Cu cable as per IEC 60502-1,Cu cable
RFP_1066,FRLS 132kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,1C Al XLPE cable as per IEC 60840,1C Al cable,1C cable
RFP_1067,33kV 3C 240 sqmm Al XLPE armoured cable as per IS 7098-2,3C 240 sqmm XLPE armoured cable,240 sqmm armoured cable,240 sqmm cable
RFP_1068,Fire Survival 440V 1C 50 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,440V Cu Mineral (MI) armoured cable as per IEC 60331,440V Cu Mineral (MI) cable,Cu Mineral (MI) cable
RFP_1069,LSZH 11kV 3C 120 sqmm Cu XLPE armoured cable as per IS 7098-1,LSZH 120 sqmm XLPE cable as per IS 7098-1,120 sqmm cable as per IS 7098-1,cable as per IS 7098-1
RFP_1070,Fire Survival 1.1kV 1C 16 sqmm Cu Mineral (MI) armoured cable as per IS 17048,1C 16 sqmm Mineral (MI) armoured cable as per IS 17048,16 sqmm Mineral (MI) cable as per IS 17048,16 sqmm Mineral (MI) cable
RFP_1071,ZH 110kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,110kV 1C XLPE cable as per IEC 60840,110kV XLPE cable,XLPE cable
RFP_1072,FR 500V 6C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 0.5 sqmm armoured cable as per BS 5308-1,500V cable as per BS 5308-1,500V cable
RFP_1073,FR 1.1kV 7C 2.5 sqmm Cu PVC armoured cable as per BS 5308,FR Cu PVC armoured cable,Cu PVC cable,PVC cable
RFP_1074,FRLS 500V 14C 1 sqmm Cu PVC armoured cable as per IS 1554,FRLS 500V 14C PVC cable,14C PVC cable,PVC cable
RFP_1075,440V 6C 6 sqmm Cu PVC armoured cable as per IS 694,6C Cu PVC cable as per IS 694,PVC cable as per IS 694,cable as per IS 694
RFP_1076,LSZH 3.3kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-1,3.3kV 3C XLPE cable as per IEC 60502-1,XLPE cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_1077,300V 10C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,300V 0.75 sqmm XLPE armoured cable,0.75 sqmm armoured cable,0.75 sqmm cable
RFP_1078,FR 500V 5C 6 sqmm Cu XLPE armoured cable as per IS 1554,500V XLPE armoured cable as per IS 1554,500V XLPE cable,500V cable
RFP_1079,LSZH 300V 12C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH 300V 2.5 sqmm Cu cable,2.5 sqmm Cu cable,2.5 sqmm cable
RFP_1080,FR 440V 5C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,440V Cu XLPE armoured cable,Cu armoured cable,Cu cable
RFP_1081,FR 500V 4C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V XLPE armoured cable as per BS 5308-1,armoured cable as per BS 5308-1,cable as per BS 5308-1
RFP_1082,FRLS 22kV 1C 70 sqmm Cu XLPE armoured cable as per IS 7098-2,FRLS 1C XLPE cable as per IS 7098-2,1C XLPE cable,XLPE cable
RFP_1083,1.1kV 24C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 24C Cu PVC cable,1.1kV 24C cable,1.1kV cable
RFP_1084,ZH 440V 1C 10 sqmm Cu PVC armoured cable as per IS 694,1C Cu armoured cable as per IS 694,1C armoured cable,1C cable
RFP_1085,FRLS 500V 30C 1.5 sqmm Cu PVC armoured cable as per IS 1554,500V 1.5 sqmm PVC armoured cable,500V PVC cable,PVC cable
RFP_1086,1.1kV 14C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1,1.1kV 14C 6 sqmm Cu cable,6 sqmm Cu cable,Cu cable
RFP_1087,600V 2C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,600V 6 sqmm Cu PVC cable,600V PVC cable,600V cable
RFP_1088,Fire Survival 440V 3C 4 sqmm Cu Mineral (MI) armoured cable as per BS 6387,3C 4 sqmm Cu Mineral (MI) armoured cable,Cu Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_1089,LSZH 440V 3C 4 sqmm Cu PVC armoured cable as per IEC 60245,LSZH Cu PVC cable as per IEC 60245,LSZH cable as per IEC 60245,LSZH cable
RFP_1090,FR 33kV 3C 50 sqmm Cu XLPE armoured cable as per IS 7098-2,33kV 3C XLPE cable as per IS 7098-2,33kV XLPE cable,33kV cable
RFP_1091,220kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,220kV 1C 300 sqmm XLPE cable,300 sqmm XLPE cable,XLPE cable
RFP_1092,FR 110kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 60840,1C 300 sqmm Cu armoured cable,Cu armoured cable,armoured cable
RFP_1093,LSZH 1.1kV 19C 1 sqmm Cu PVC armoured cable as per IS 1554,1.1kV 19C 1 sqmm PVC cable,1.1kV PVC cable,1.1kV cable
RFP_1094,FR 500V 2C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,2.5 sqmm PVC armoured cable as per IEC 60502-1,2.5 sqmm cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_1095,FRLS 1.1kV 6C 0.75 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 1.1kV 6C cable as per IS 1554,1.1kV cable as per IS 1554,1.1kV cable
RFP_1096,500V 24C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,24C 1 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_1097,Fire Survival 440V 1C 120 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival 1C Mineral (MI) armoured cable as per IEC 60331,Fire Survival 1C Mineral (MI) cable,1C Mineral (MI) cable
RFP_1098,FR 440V 16C 6 sqmm Cu XLPE armoured cable as per IS 694,FR 6 sqmm Cu cable as per IS 694,6 sqmm Cu cable,6 sqmm cable
RFP_1099,FRLS 1.1kV 1C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS 1.5 sqmm PVC cable as per IEC 60502-1,FRLS cable as per IEC 60502-1,FRLS cable
RFP_1100,FRLS 300V 10C 0.5 sqmm Cu PVC armoured cable as per IEC 60502-1,300V 0.5 sqmm Cu armoured cable,0.5 sqmm armoured cable,armoured cable
RFP_1101,ZH 500V 3C 16 sqmm Cu PVC armoured cable as per IEC 60245,ZH 3C 16 sqmm cable as per IEC 60245,16 sqmm cable as per IEC 60245,16 sqmm cable
RFP_1102,500V 12C 1 sqmm Cu PVC armoured cable as per BS 5308-1,12C 1 sqmm armoured cable as per BS 5308-1,armoured cable as per BS 5308-1,armoured cable
RFP_1103,Fire Survival 1.1kV 2C 95 sqmm Cu XLPE armoured cable as per BS 6387,95 sqmm Cu armoured cable as per BS 6387,Cu cable as per BS 6387,cable as per BS 6387
RFP_1104,LSZH 440V 1C 1 sqmm Cu PVC armoured cable as per IS 694,1C Cu PVC armoured cable,Cu PVC cable,Cu cable
RFP_1105,ZH 11kV 1C 120 sqmm Al XLPE armoured cable as per IEC 60502-1,ZH 11kV Al cable as per IEC 60502-1,ZH cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_1106,FR 500V 3C 800 sqmm Al XLPE armoured cable as per IS 1554,3C Al XLPE cable as per IS 1554,3C Al cable,3C cable
RFP_1107,LSZH 500V 2C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH 2C PVC cable as per BS 5308-1,2C cable as per BS 5308-1,cable as per BS 5308-1
RFP_1108,LSZH 6.6kV 1C 185 sqmm Cu EPR armoured cable as per IS 7098-1,LSZH 1C Cu armoured cable,LSZH Cu cable,Cu cable
RFP_1109,Fire Survival 1.1kV 4C 35 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,Fire Survival 1.1kV 35 sqmm Cu Mineral (MI) cable,35 sqmm Cu Mineral (MI) cable,35 sqmm Mineral (MI) cable
RFP_1110,1.1kV 8C 2.5 sqmm Cu PVC armoured cable as per IS 1554,8C 2.5 sqmm PVC cable as per IS 1554,2.5 sqmm PVC cable,2.5 sqmm cable
RFP_1111,440V 1C 2.5 sqmm Cu XLPE armoured cable as per IS 694,440V XLPE armoured cable as per IS 694,XLPE cable as per IS 694,XLPE cable
RFP_1112,Fire Survival 1.1kV 1C 70 sqmm Cu Mineral (MI) armoured cable as per IS 17048,Fire Survival 1.1kV Cu Mineral (MI) armoured cable,1.1kV Cu Mineral (MI) cable,1.1kV Mineral (MI) cable
RFP_1113,11kV 1C 150 sqmm Al EPR armoured cable as per IS 7098-1,11kV Al EPR armoured cable,11kV EPR cable,EPR cable
RFP_1114,1.1kV 12C 4 sqmm Cu XLPE armoured cable as per BS 5308,12C 4 sqmm XLPE armoured cable,4 sqmm armoured cable,4 sqmm cable
RFP_1115,FRLS 132kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 60840,1C 300 sqmm Cu armoured cable,300 sqmm Cu cable,300 sqmm cable
RFP_1116,1.1kV 12C 4 sqmm Cu XLPE armoured cable as per BS 5308,1.1kV 4 sqmm Cu XLPE cable,Cu XLPE cable,XLPE cable
RFP_1117,FRLS 440V 5C 35 sqmm Cu XLPE armoured cable as per IS 9968,440V Cu XLPE armoured cable,440V XLPE cable,XLPE cable
RFP_1118,500V 3C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1,4 sqmm Cu armoured cable as per IEC 60502-1,4 sqmm Cu cable,4 sqmm cable
RFP_1119,FRLS 11kV 3C 120 sqmm Cu EPR armoured cable as per IS 7098-1,120 sqmm Cu armoured cable as per IS 7098-1,armoured cable as per IS 7098-1,cable as per IS 7098-1
RFP_1120,FRLS 1.1kV 16C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,FRLS 1.1kV 0.75 sqmm XLPE cable,FRLS XLPE cable,FRLS cable
RFP_1121,ZH 11kV 1C 300 sqmm Al EPR armoured cable as per IS 7098-1,11kV 1C armoured cable as per IS 7098-1,11kV cable as per IS 7098-1,cable as per IS 7098-1
RFP_1122,ZH 1.1kV 1C 120 sqmm Cu EPR armoured cable as per IEC 60502-1,ZH 1.1kV 120 sqmm Cu cable,1.1kV 120 sqmm cable,1.1kV cable
RFP_1123,LSZH 500V 6C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,500V 6C 0.75 sqmm armoured cable,6C 0.75 sqmm cable,6C cable
RFP_1124,FRLS 440V 2C 25 sqmm Al PVC armoured cable as per IEC 60502-1,2C 25 sqmm PVC cable as per IEC 60502-1,2C PVC cable,2C cable
RFP_1125,300V 8C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,300V 8C PVC armoured cable,300V armoured cable,armoured cable
RFP_1126,FR 500V 27C 1.5 sqmm Cu PVC armoured cable as per IS 1554,500V 1.5 sqmm Cu cable as per IS 1554,Cu cable as per IS 1554,Cu cable
RFP_1127,Fire Survival 440V 1C 2.5 sqmm Cu XLPE armoured cable as per IEC 60331,Fire Survival 2.5 sqmm XLPE armoured cable,2.5 sqmm XLPE cable,2.5 sqmm cable
RFP_1128,Fire Survival 440V 2C 120 sqmm Cu XLPE armoured cable as per BS 6387,440V 2C XLPE cable as per BS 6387,440V XLPE cable,440V cable
RFP_1129,440V 1C 50 sqmm Cu XLPE armoured cable as per IS 9968,440V 50 sqmm XLPE armoured cable,440V 50 sqmm cable,440V cable
RFP_1130,FRLS 220kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 62067,1000 sqmm Cu XLPE armoured cable,Cu armoured cable,armoured cable
RFP_1131,LSZH 1.1kV 5C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,5C 0.75 sqmm PVC cable as per IEC 60502-1,PVC cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_1132,FR 1.1kV 16C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,1.5 sqmm Cu armoured cable as per IS 1554,armoured cable as per IS 1554,armoured cable
RFP_1133,FR 300V 1C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,1C Cu PVC cable as per IEC 60502-1,Cu cable as per IEC 60502-1,Cu cable
RFP_1134,LSZH 1.1kV 3C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 3C PVC armoured cable,PVC armoured cable,armoured cable
RFP_1135,300V 12C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,1 sqmm XLPE armoured cable as per BS 5308-1,XLPE cable as per BS 5308-1,cable as per BS 5308-1
RFP_1136,FR 500V 2C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,2C Cu PVC armoured cable,2C armoured cable,armoured cable
RFP_1137,LSZH 400kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 62067,LSZH 1C armoured cable as per IEC 62067,1C cable as per IEC 62067,cable as per IEC 62067
RFP_1138,LSZH 500V 10C 2.5 sqmm Cu PVC armoured cable as per IS 1554,LSZH 500V PVC cable as per IS 1554,500V cable as per IS 1554,500V cable
RFP_1139,440V 16C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,Cu XLPE armoured cable as per IS 1554,Cu armoured cable,Cu cable
RFP_1140,FRLS 1.1kV 6C 4 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 1.1kV 6C 4 sqmm cable,FRLS 1.1kV cable,FRLS cable
